variant,top_k,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk,pareto_optimal
hybrid_dense_hash_k5_rerank,5.0,2.28e-06,2e-05,5.7452142857142855e-05,7.973214285714285e-05,7.973214285714285e-05,203.1,90.0,310.0,603.1,603.1,0.8392857142857143,0.8154761904761905,0.7961844104702711,0.20714285714285716,0.8392857142857143,0.9981338677171918,0.8803571428571428,0.04308798598382534,True
