variant,top_k,retrieval_cost,rerank_cost,generation_cost,total_cost,cost_usd,retrieval_latency_ms,rerank_latency_ms,generation_latency_ms,total_latency_ms,latency_ms,recall_at_k,mrr,ndcg_at_k,context_precision,context_recall,faithfulness,answer_term_coverage,hallucination_risk,pareto_optimal
hybrid_dense_hash_k5_rerank,5.0,2.28e-06,2e-05,5.7372857142857145e-05,7.965285714285714e-05,7.965285714285714e-05,203.1,90.0,310.0,603.1,603.1,0.8541666666666666,0.8333333333333334,0.8108859870090563,0.2142857142857143,0.8541666666666666,0.9980705928355861,0.8982142857142857,0.03687911465686906,True
